device,mean_ms,p50_ms,p95_ms,h2d_ms,compute_ms,energy_j
cpu,6.967055999775766,6.978299999900628,7.844825000938727,0,6.967055999775766,0.3135175199899095
gpu,0.7043429598922376,0.6892539880936965,0.7403671979001955,0.16425400055595674,0.5400889593362809,0.056347436791379005
cpu,6.871380000084173,6.945799996174173,7.6069350019679405,0,6.871380000084173,0.3092121000037878
gpu,0.7174640369974077,0.6905280048085842,0.890744613468996,0.16592100029811263,0.551543036699295,0.057397122959792615
