device,mean_ms,p50_ms,p95_ms,h2d_ms,compute_ms,power_w,energy_j,compute_energy_j
gpu,1.41677951778227,1.3169619828549912,2.0470667916386445,0.2871679999952903,1.1296115177869797,80,0.1133423614225816,0.09036892142295838
