device,size,N,mean_ms,p50_ms,p95_ms,gflops,h2d_ms,compute_ms,d2h_ms,power_w,energy_j,compute_energy_j
gpu,S,1024,2.1876339166484833,2.1529780035707518,2.6455086103320355,981.6467150454522,0.7565090001480712,0.6658659166097641,0.7652589998906478,80,0.17501071333187868,0.053269273328781126
gpu,M,4096,55.28639262754121,55.86147246843757,61.403808848206246,2485.9454006687,11.21382999994239,30.992295627593993,13.080267000004824,80,4.422911410203297,2.4793836502075193
gpu,L,8192,463.90174079179474,472.6143736810045,488.1982155344878,2370.139042589787,65.5551569999443,332.7539617919922,65.59262199985824,80,37.11213926334358,26.620316943359374
