device,mean_ms,p50_ms,p95_ms,h2d_ms,compute_ms,energy_j
cpu,14.428969001746736,14.265749981859699,16.231105019687675,0,14.428969001746736,0.6493036050786032
gpu,2.444849722813815,2.3495100252330303,3.1851590598002075,0.5653709988109767,1.879478724002838,0.1955879778251052
